event_id,category_id,user_id,user_name,user_past_event,review_id,rating,date,text
1421,4,173,Fajar Putri,"2, 6",142114173,1,10/23/2023,"Aplikasi digital pemesan tiket kereta, tiket pesawat, hotel yang sangat mempermudah masyarakat."
1640,6,197,Dian Sari,"6, 3",164016197,1,11/5/2023,Saya mau pakai aplikasi ini jadi ragu. Banyak ulasan yg bikin ngeri. Mending dihapus aja aplikasi ini daripada resiko. Aplikasi bahaya nih ..
1332,3,109,Ani Sari,"4, 5",133213109,1,10/2/2023,"Refun saldo blipay nya tidak bisa padahal laporan transfer nya berhasil tapi saldo tidak masuk di rekening , payah sekali!"
119,1,49,Fajar Hidayat,"3, 1",1191149,1,8/12/2023,"Tolong perbaiki costumer servis via WA,saya minta bantu untuk reschedule tapi tidak di respon sama sekali"
1114,1,169,Dian Saputra,"6, 1",111411169,1,8/6/2023,"tidak memiliki hubungan yg baik dengan pihak hotel, baik dari segi komunikasi dan juga negosiasi. sudah pesan & bayar hotel lewat aplikasi ini sampai di lokasi hotel penuh kata resepsionis pesanan saya tidak masuk, mengajukan refund dipersulit akhirnya tidak bisa refund karena sudah lewat dari tanggalnya. saran saya mending pake aplikasi yg pasti2 aja atau langsung hubungi pihak hotelnya. pake aplikasi ini cukup untuk lihat² saja, dari pada nyesel udah booking ternyata sampai lokasi fullbook."
3657,6,90,Dina Saputra,"1, 2",36571690,1,7/29/2023,"Pake Indodana Paylater nya, dan ada telat bayar. Katanya dipotong 50%, ehh taunya diboongin. Hahahaha MENYESAL MENGGUNAKAN FITUR INI!!!!"
1421,4,168,Lina Kurniawan,"2, 2",142114168,1,7/3/2023,"Aplikasi yg pusing, susah di pakai nya"
1529,5,80,Sinta Susanto,"5, 2",15291580,1,6/7/2023,males banget tiket udah di depan mata pas pembayaran error mulu. mending make apk lain
1649,6,120,Dewi Septiani,"5, 3",164916120,1,5/25/2023,"Sebenarnya aplikasi nya cukup baik, hanya saja ketika terjadi kesalahan baik dr system atau dr usernya admin tidak memberikan solusi yg terbaik, tidak ada win win solution, baik sebagai akun yg level newbie atau level audah bronze tetep sama aja tidak ada solusi terbaik ketika ada permasalahan👎"
116,1,39,Desi Utami,"3, 1",1161139,1,5/6/2023,Jangan di gunakan ini aplikasi pemerasan aplikasi penipuan
118,1,173,Fajar Putri,"2, 6",11851173,5,6/13/2022,asyik banget buat liburan sekeluarga
3658,6,72,Wahyu Kurniawan,"5, 3",36585672,5,6/5/2022,"100/10 ❤️❤️ seru banget, but rumah riana is not really worth it, jaga protokol kesehatan banget!"
115,1,34,Bambang Putri,"3, 5",1155134,5,6/2/2022,pokonya ga nyesel ke dufan walau ngantrinya panjang
1644,6,176,Ani Hartono,"2, 3",164456176,5,5/17/2022,klaim voucher mudah dan langsung jd annual pass
1648,6,114,Ani Sari,"4, 3",164856114,5,5/12/2022,mantap lah sangat mempermudah melakukan e-ticket keren lah tempatnya soalnya udah lama ga kesana.
3168,1,186,Budi Wijaya,"1, 4",316851186,5,5/9/2022,simple bgt redeem dan aktivasinya. cm kl beli di hr h jam 2 siang udah ga bisa. beli di counter lbh mahal. harga traveloka murah bgt apalagi kl ada promo dr traveloka.
1313,3,94,Ani Susanto,"2, 4",13135394,5,5/8/2022,luar biasa untuk liburan anak-anak
1421,4,51,Fandi Pratama,"2, 1",14215451,5,5/6/2022,Cita-cita dari jauh hari akhirnya kesampean krn beli tiket mudah dan jadi murah dari traveloka
1638,6,66,Agus Wijaya,"5, 3",16385666,5,11/3/2023,"ke seaworld untuk mengenang masa kecil saya, stafnya helpful dan ramah, kebersihan terjaga semuanya oke"
1332,3,162,Dewi Nugroho,"2, 5",133253162,5,6/18/2023,Anak2 senang bisa lihat berbagai ikan. Cuma tempatnya dari saya kecil smpe pny anak kecil gini gini aja…
3455,4,111,Hadi Kurniawan,"3, 4",345554111,5,5/14/2023,anak2 selalu menikmati
1646,6,11,Arif Sari,"5, 2",16465611,5,1/24/2023,seru..jd byk tau macam2 kehidupan bawah laut..anak2 jg hepi.. kami pergi hr senin jd gak tll padat..semua bisa ter eksplore dgn baik..gak desak2an
1212,2,39,Desi Utami,"3, 1",12125239,5,11/15/2022,"Saya merasa nyaman, sesuai prokes, pelayanan ramah, terima kasih sea world"
1427,4,154,Dian Nurhayati,"5, 3",142754154,5,10/12/2022,"Bocah senang liat ikan dan bangak atraksi binatang laut yg bisa dilihat, yg penting bocah senang"
1418,4,75,Citra Sari,"2, 5",14185475,5,9/19/2022,"Proses redeem cepat, scan barcode langsung masuk, pakai voucher traveloka harga lebih hemat, terima kasih"
1642,6,72,Wahyu Kurniawan,"5, 3",16424672,4,10/9/2022,Semuanya sesuai deskripsi dan ma shaa Allah kami menikmatinya
3658,6,118,Ani Santoso,"6, 1",365846118,4,8/5/2023,permainan banyak yg dalam perbaikan. hysteria juga nunggunya 2 jam lebih tapi mainnya kurang dr 3 menit.
1212,2,145,Arif Nugroho,"1, 4",121242145,4,6/26/2023,"tidak disarankan datang pada saat liburan...antrinya 1 wahana bisa sampai 1jam😵‍💫😫 kecapean ngantri, main diwahananya cm 10-15 menit😫"
3658,6,99,Maya Nugroho,"6, 1",36584699,4,9/5/2022,Datang di hari Minggu. Semua terlihat kacau. Rumah makan sangat minim. Antrian sangat panjang.
116,1,132,Joko Hartono,"1, 3",11641132,4,6/21/2022,"karena weekend jadi antrian segala wahana pun panjang sekali, tdk banyak wahana yg kita nikmati... tapi so far anak-anak enjoy and happy... nunggu epic time lg buat tiket murmer ke dufan 😊"
3658,6,179,Andi Susanto,"1, 6",365846179,4,6/1/2022,"pelayanannya semua bagus, permainannya juga. cuma kenapa kereta misteri harus dibukanya weekend dan tgl merah aja, sedihhh😭😭 semoga kedepannya, lebih baik lagi. tempat hiburan yg menyenangkan."
1332,3,70,Fandi Hadiwijaya,"1, 4",13324370,4,5/29/2022,tingkatkan kenyamanan toiletnya yaaa dan semoga cepat disediakan minimarket di dufannya
1334,3,131,Dian Purnama,"3, 5",133443131,4,6/26/2022,Kondisi fasilitas mengalami penurunan dari sebelumnya mungkin akibat penutupan beberapa waktu lalu karena pandemi covid. Staff terbatas sehingga sulit mendapatkan bantuan informasi saat di dalam
119,1,192,Joko Hadiwijaya,"1, 3",11931192,3,10/9/2022,"air di kamar mandi menggenang, kotor terutama dekat musholla"
1110,1,6,Arif Putri,"5, 2",1110316,3,9/19/2023,semoga tidak dibatalkan lagi tiket yg telah saya beli
3356,3,170,Andi Sari,"4, 6",335623170,2,3/28/2023,kurang bagus severnya down terus apalagi untuk tiket konsernya
1212,2,188,Siti Setiawan,"6, 6",121222188,2,3/12/2023,"Kok payleternya tidak bisa di gunakan ya? dan pakai kredivo kok nggk bisa juga ya, mohon penjelasnnya"
1423,4,128,Bambang Utami,"3, 6",142324128,2,8/13/2022,Tes dulu jika ada iklannya saya delet kembali soalnya iklan membewa virus membuat ponsel error
1531,5,174,Maya Hermawan,"5, 1",153125174,2,5/26/2022,"Aneh dengan Aplikasi ini, Baru juga sekali dipakai sudah tidak aktip lagi. Apakah ada yang salah, kalau dinonaktipkan paylter nya kenapa juga dikasih limitnya dari awal waktu pendaftaran."
3168,1,80,Sinta Susanto,"5, 2",31682180,2,12/16/2021,Saya mau beli tiket garuda di di bulan 4 ko engga bisa terus ya ? Dan di cekke dua kali nya sudah engga bisa dibeli
1111,1,60,Rudi Septiani,"6, 2",11112160,2,11/8/2021,Coba dulu kalau apk nya ribet uninstall gpp kan 🙏
1333,3,166,Fajar Nurhayati,"3, 5",133323166,2,9/29/2021,"TVCe. Gw w ,ee,. 3nid de⚖️ zvcd _ exccexx"
1215,2,62,Joko Sari,"6, 1",12152262,2,11/28/2023,"Pesanan aktif saya hilang, cek di pesanan saya malah tidak ada pesanan sama sekali"
1334,3,78,Fandi Putri,"3, 3",13342378,2,7/11/2023,Pencetekan E-Tiket nya lama betul bilangnya cmn 15 menit padahal mau ampir sejam ni
1651,6,60,Rudi Septiani,"6, 2",16512660,2,6/15/2023,Sy wa yaa ezaeer wes zw ada di Sawangan permaii ada a dan e wa
116,1,68,Wahyu Wijaya,"4, 6",1162168,2,5/5/2023,Kecewa sm traveloka..masa cek hotel beda tanggal selalu status kamar tidak tersedia. Tapi kalau pakai akun lain kamar tersedia.. payah nih..mending pesen voucher hotel di aku.. haha
1529,5,156,Lina Kusuma,"4, 3",152915156,1,10/2/2023,"Maap bintang satu, saya pengajuan refund uang ny ga d tf² padahal di apk ny uang berhasil d tf dan saya sama sekali blum nerima uang refund nya. Mana uang refund udh d potong banyak bgt, ga di tf² lagiii."
1332,3,55,Joko Sari,"6, 6",13321355,1,9/7/2023,Sangat payah. Susah untuk melakukan memilih kursi dan cek'in. Mending beli tiket penerbangan langsung di app maskapainya dari pada disini. Ga sama waktu sebelum di perbarui sangat payah sekarang
1425,4,36,Arif Susanto,"3, 5",14251436,1,9/20/2023,fitur tagihan & isi ulang kenapa menghilang? setelah saya update koq malah fitur yg paling penting menghilang? saya kasih bintang 1 aja
1529,5,163,Budi Susanto,"6, 3",152915163,1,7/23/2023,"Pesanan sudah bayar, pembatalan/refund tidak bisa, kita gabisa masuk kamar, karena tidak menerima pesanan dari traveloka. Yang bener bos. Aplikasi konyol"
1528,5,61,Agus Setiawan,"4, 5",15281561,1,9/28/2023,"Paylater di tangguhkan dengan alasan tidak jelas,tlp CS tidak menyelesaikan masalah apapun,dan tidak ada solusi apapun!!trus buat apa saya bayar kalau paylater saya di tangguhkan.saya tidak pernah TERLAMBAT SAMA SEKALI,untuk pembayaran,jelek sekali sistem kalian. Kalau smp bulan depan tidak di kembali aktif paylater nya saya gk akan byr,tolong di di UP ke atasan kalian.saya akan kasi bintang 1,sanggat sangat merugikan dan MENGECEWAKAN"
1652,6,115,Dewi Septiani,"6, 3",165216115,1,8/9/2023,Jelek taiii
1648,6,167,Fandi Hermawan,"3, 1",164816167,1,8/8/2023,duit haram semua diembat embel embel promo
1652,6,25,Agus Hartono,"6, 3",16521625,1,8/7/2023,"Saya sudah melakukan pembayaran, akan tetapi pesanan saya tidak muncul/ tidak terbit solusinya bagaimana? Bagaimana cara untuk pengembalian dana?"
1519,5,119,Budi Rahayu,"1, 2",151915119,1,7/4/2023,tidak bisa refund dengan alasan pribadi
1335,3,131,Dian Purnama,"3, 5",133513131,1,6/24/2023,"tiap pesan pesawat harus non aktif kan asuransi, karna asuransi defult nya terpilih. Dan posisi untuk non aktifkan asuransi nya tersembunyi"
1424,4,169,Dian Saputra,"6, 1",142454169,5,6/24/2022,"Lingkungan bersih, nyaman dan menyenangkan. Happy bangettt. Next kesini lagi 👍"
1644,6,50,Hadi Santoso,"5, 4",16445650,5,6/18/2022,"sangat luar biasa, aku akan datang lagi🎉"
1642,6,33,Dewi Wijaya,"4, 2",16425633,5,6/6/2022,mantap harganya lebih murah & cepat prosesnya
3164,1,139,Sinta Kurniawan,"4, 6",316451139,5,5/15/2022,seru ke dufan proses beli gak ribet tgl scan-scan aja
1649,6,97,Dewi Hidayat,"2, 2",16495697,5,5/12/2022,seruuu pokoknya anak-anak aja sampe lupa pulang
3657,6,33,Dewi Wijaya,"4, 2",36575633,5,4/22/2023,"Proses reedem voucher mudah. Sea world seru banyak nambah pengetahuan tentang ikan, begitu juga penampilan lumba2 dan hewan laut lainnya. Pintar2! Seru banget. Kapan2 pasti datang lagi 😁😁😁"
119,1,32,Ani Setiawan,"6, 3",1195132,5,9/26/2022,seruu... terima kasih traveloka & seaworld💜
3455,4,36,Arif Susanto,"3, 5",34555436,5,7/6/2022,Mantap sekali bagus dan indah
1423,4,99,Maya Nugroho,"6, 1",14235499,5,6/10/2022,seru banget bisa liburan ke seaworld ancol banyak aneka ikan tawar ataupun ikan laut yang bisa dilihat di sana. anak-anak happy bermain ke seaworld ancol
1644,6,60,Rudi Septiani,"6, 2",16445660,5,5/6/2022,asyikkk dan menyenangkan. recommend
118,1,109,Ani Sari,"4, 5",11841109,4,6/29/2022,"all good, tp saat redeem masih perlu waktu sehingga agak sedikit lama menunggu"
3170,1,134,Maya Septiani,"2, 4",317041134,4,1/30/2023,"Dapet potongan 100rb++ wohooo! Anakku excited banget karena ini pertama x ke dufan, sayang tingginya kurang 2 cm buat naik yang 125 cm 😵‍💫 Thanks Traveloka!"
1313,3,102,Lina Nurhayati,"1, 2",131343102,4,8/26/2022,"Menyenangkan, protokol kesehatannya baik"
1333,3,34,Bambang Putri,"3, 5",13334334,4,7/19/2022,kereeen. gak sabar datang ke dufan lagi
1424,4,27,Fandi Purnama,"4, 6",14244427,4,5/6/2022,"Kurang puas, terlalu ramai, antrean wahana terlalu panjang, terhitung rugi karena tidak bisa menikmati semua wahana, harga makanan dan souvenir di dalam area wisata terlalu mahal"
1416,4,108,Dewi Hadiwijaya,"6, 6",141644108,4,1/6/2023,perawatan fasilitas umum masih kurang
3164,1,39,Desi Utami,"3, 1",31644139,4,9/5/2022,Senang bersama keluarga tambah lagi wahananya
118,1,131,Dian Purnama,"3, 5",11841131,4,8/14/2022,Anak2 senang bisa berkunjung ke seaworld.
1648,6,55,Joko Sari,"6, 6",16484655,4,7/28/2022,"Hindari datang saat weekend, liburan sekolah atau holiday karena antrinya luar biasa panjang paska pandemic, lebih pagi lebih baik"
1651,6,89,Hadi Wijaya,"6, 4",16514689,4,7/3/2022,Mantap proses redeem mudah dan cepat. Bantuan staf sangat membantu untuk prioritas yang bawa stroller masuk gate tidak perlu antri 👍🏻
1526,5,111,Hadi Kurniawan,"3, 4",152645111,4,6/7/2022,"proses checkin mudah tinggal scan barcode etiket. staff membantu. hanya saja ruangan utama ketika awal masuk terlalu gelap mungkin agar fokus cahaya di akuarium. mungkin bisa ditambahkan pencahayaan dekat akuarium 1 lampu agar objek yg mau foto bisa terlihat tidak gelap/siluet. jenis ikannya tidak sebanyak dulu. parkiran luas, tempat duduk di luar diperbanyak yg adem."
1526,5,52,Ani Nurhayati,"2, 2",15264552,4,5/15/2022,"tempat bersih, tetapi kayaknya lebih lengkap yg dulu ya koleksi ikannya"
1641,6,50,Hadi Santoso,"5, 4",16413650,3,6/27/2022,"pengalaman ke seaworld, kebersihannya menurun dibandingkan 2th yang lalu saya kesini. apalagi toilet sangat jorok, bau pesing... basah lantainya... sayang bgt..."
3659,6,15,Arif Kurniawan,"3, 1",36593615,3,11/12/2023,pembayaran gk ada pake dana
3659,6,88,Fajar Hadiwijaya,"2, 6",36593688,3,10/24/2023,sangat mudah saya terbantu
3166,1,77,Desi Wijaya,"3, 1",31663177,3,7/13/2023,terima kasih
1423,4,190,Fajar Santoso,"1, 3",142324190,2,6/12/2023,"Aplikasi lemot, melakukan pencarian lokasi terminal kayak menggunakan HP 2gb , sementara aplikasi yang lain lancar-lancar aja."
119,1,156,Lina Kusuma,"4, 3",11921156,2,5/11/2023,"Lebih mahal dari apk lain, katanya jaminan harga termurah ternyata bohong, dan diajukan claim Jaminan Harga Termurah ditolak, padahal sudah mengajukan klaim JHT sesuai prosedur."
1644,6,170,Andi Sari,"4, 6",164426170,2,4/12/2023,Gabisa di pake
1641,6,58,Joko Septiani,"2, 5",16412658,2,1/31/2023,"Min, gak bisa ganti email"
111,1,197,Dian Sari,"6, 3",11121197,2,8/13/2022,"Kurang profesional dalam menghandel tuk kamar apartemen yg disewakan,mhn maaf."
1416,4,191,Rudi Hermawan,"5, 6",141624191,2,10/26/2021,"soal sewa mobil yg 3 jam sebelum penjemputan, tp hanya tersedia 6 jam sebelum penjemputan.saya udah laporan ke CS, tp memang ini system, CS nya juga gk bs rubah jadwal. pdhal ada opsi bisa ""reschedule"" & malah balik katanya kalo ini dr vendor. klo emg dr system tampilanya jg 3 jam sblm penjemputan, bukan 6 jam. udah perhitunganya 6 jam,baru dihubungi sama vendor 2 jam kemudian, ya dr vendor udh menang karena reschedule tu bs cm 6 jam seblm penjemputan.INI CELAH Di Tiketcom, yg dimanfaatkan"
1417,4,116,Fandi Hartono,"2, 1",141724116,2,9/19/2021,Wuu di Jun dd y
1636,6,182,Siti Utami,"5, 4",163626182,2,4/23/2021,Jb 5TV exco minta zc v CSX v in fxd
3170,1,57,Hadi Sari,"2, 4",31702157,2,12/6/2023,Ok
1649,6,46,Dian Wijaya,"2, 2",16492646,2,7/6/2023,"Harga tiket pesawat yg tertera selalu berubah menjadi naik ketika lanjut ke tahap pemesanan... memang hrga tiket fluktuatif, tp ga tiap detik juga kalee... soalnya berulang kali coba pesan dlm wkt bbrp menit itu harga nya tetap sama, tp ketika di pesan lgsung berubah (naik), begitu terus.. Kl memang hrg tiket sdh berubah harus nya auto berubah jg donk di tampilan awal nya. Pihak traveloka ga usah ngeles dg alasan hrga tiket yg fluktuatif, lakukan aja evaluasi dan perbaiki sistem nya."
1420,4,152,Budi Kurniawan,"5, 5",142024152,2,6/29/2023,"Sangat mengecewakan kalau kita mengajukan refund. Di aplikasi disampaikan uang sudah ditransfer, tapi sudah 1 bulan, uangnya tidak pernah masuk ke rekening. Dichat malah dilayani mesin"
3165,1,51,Fandi Pratama,"2, 1",31652151,2,6/22/2023,ngga ada keterangan pesawat apa yg mau di booking
113,1,10,Dina Susanto,"4, 5",1132110,2,5/30/2023,"Sbg penguna traveloka yg sdh bertahun tahun Sebenarny sih nga ada masalah dan termasuk lancar dalam pembelian tiket pesawat maupun hotel.kecewany di cek in online,dulu di traveloka masih bisa cek in online tapi utk skng nga bisa lagi,sdh beberapa kali pesan tapi nga ada juga muncul tulisan yg biasanya ada ""sudah bisa cek in online"" Walaupun waktu penerbangan kurang dari 12 jam ato 10 jam sebelumny Yg muncul hanya tulisan "" e tiket telah terbit "" So sama sekali nga bisa cek in online."
1424,4,90,Dina Saputra,"1, 2",14242490,2,5/17/2023,Sumpah skrang Traveloka lelet amat...jadi gak betah.. pdahal jaringan gak ada masalah....
1648,6,161,Lina Nugroho,"6, 5",164816161,1,11/22/2023,"udh daftar payleter traveloka udh kirim data dan KTP tpi ga bisa. tolong hapus lg data dan KTP saya di traveloka, tolong jangan di salah gunakan. jika terjadi maka saya akan lapor ke pihak berwajib"
1529,5,60,Rudi Septiani,"6, 2",15291560,1,9/18/2023,Penilaian yang tidak masuk akal dalam menentukan level paylater. Padahal bayar selalu tepat waktu dan tidak pernah telat. Level penggunaan pun dikatakan SEHAT. Tapi level akun malah turun. Kecewa sekali! Tidak rekomendasi lagi sudah.
1651,6,35,Maya Nugroho,"6, 2",16511635,1,9/21/2023,Saya mau melalukan refund karena istri saya hamil..sudah saya lengkapi dokumen dengan melampirkan surat keterangan kehamilan dari rumah sakit...TPI selalu tidak disetujui..ini terakhir kali saya aplikasi..saya kecewa berat..semoga orang menyadari betapa ruginya menggunakan aplikasi ini..
1652,6,73,Hadi Santoso,"6, 3",16521673,1,10/8/2023,"Aplikasi yg g' akan pernah lagi saya download , amat sangat mengecewakan , beberapa kali melakukan pesanan slalu bermasalah ."
1553,5,192,Joko Hadiwijaya,"1, 3",155315192,1,12/7/2023,tiket saya hilang
114,1,131,Dian Purnama,"3, 5",11411131,1,11/3/2023,"Gara-gara lu gangguan sistem, gw gak kebagian tiket jkt48 bangsattttt"
1416,4,74,Arif Purnama,"3, 2",14161474,1,10/2/2023,"HATI HATI BELI TIKET DI SINI...PAKE KREDIVO DAN SEJENISNYA,DIBATALKAN DARI MASKAPAI TETAP MASIH ADA SISA TAGIHAN,,HERAN BUNGA DIBEBANKAN KE KONSUMEN..JELAS2 YG MEMBATALKAN DARI PIHAK MASKAPAI !!"
1642,6,182,Siti Utami,"5, 4",164216182,1,10/2/2023,"Minta di perbarui, setelah di perbarui malah gak bisa muncul nama kota atau bandara, hadeehhh gimana ini"
1332,3,127,Sinta Wijaya,"6, 4",133213127,1,9/26/2023,"Gak bisa di pakai,"
1529,5,92,Andi Susanto,"4, 4",15291592,1,8/16/2023,Aneh sudah bayar sesuai nominal aplikasi malah katanya salah kok bisa masa komputer salah?
119,1,157,Ani Susanto,"4, 1",11911157,1,8/13/2023,"buruk , pesan tiket KAI tgl 7 unt keberangkatan tgl 8 baru dikirim tgl 12 sip telat bgt yaa"
1643,6,96,Budi Sari,"3, 2",16431696,1,8/7/2023,Sudah 3x contact CS WA GA ADA RESPOND. Pengalaman yang buruk
1215,2,161,Lina Nugroho,"6, 5",121512161,1,8/5/2023,"Dalam 1 hari ribuan kasus sama, dana terpotong kode booking tidak ada. CS by WA, Twitter, IG , dan call pun tidak ada respon. Perusahaan besar tidak memiliki staff IT yang bisa menyelesaikan kerusakan yang ada 👎👎👎👎. Tidak ada permintaan maaf, malah bikin stori iklan lainnya"
1335,3,180,Andi Susanto,"6, 5",133513180,1,6/17/2023,Menyebalkan
118,1,79,Arif Nugroho,"2, 3",1181179,1,6/7/2023,Babi
1215,2,85,Maya Susanto,"6, 5",12151285,1,5/7/2023,Mau refund tiket di monopoli sm management mesti trf ke blipy bukan ke rekening pribadi.. tidak rekomended dan menyusahkan orang ini aplikasi 😡
3455,4,27,Fandi Purnama,"4, 6",34555427,5,6/26/2022,overall it's ok... kami semua senang.
1417,4,176,Ani Hartono,"2, 3",141754176,5,6/5/2022,"Sangat menyenangkan sekali, anak-anak suka sekali bermain di dufan"
1526,5,32,Ani Setiawan,"6, 3",15265532,5,5/30/2022,"keseruan bersama saudara. kurang puas, pengen maen ke dufan lagi, karena waktunya habis terbuang buat ngantri 😅😅😅"
1424,4,95,Ani Pratama,"3, 5",14245495,5,5/16/2022,sangat menyenangkan semua wahananya
1334,3,148,Fajar Setiawan,"6, 4",133453148,5,5/9/2022,sangattt senang sekaliii sangattt
1422,4,27,Fandi Purnama,"4, 6",14225427,5,6/21/2022,"seru aja sih main kesini, bisa sambilan nambah ilmu pengetahuan"
3164,1,190,Fajar Santoso,"1, 3",316451190,5,5/12/2022,pengalaman yg berkesan bagi anak saya yg pertama kali ke seaworld dan juga bagi saya sendiri yg setelah sekian purnama berkunjung lagi ke seaworld.
3166,1,56,Desi Putri,"1, 3",31664156,4,11/30/2022,"Jauh2 dari Jakarta ke GWK karena mau ngincer kecaknya. Sayangnya hujan. Akhirnya ke amphitheater nonton kecak tapi ternyata setengah 6 udh full seat. Jadi berdiri diatas. Tapi gpp, pertunjukannya memuaskan. Salut sama dubber pria nya"
1526,5,62,Joko Sari,"6, 1",15264562,4,9/10/2022,"kesini pas weekday supaya bisa foto2 dengan leluasa karena sepi, pameran seninya bagus tempatnya nyaman, bersih, tp parkirnya bikin bingung"
3164,1,187,Bambang Saputra,"3, 1",316441187,4,9/21/2023,yah ok lah dufan buat seneng2 sesekali
111,1,24,Andi Septiani,"2, 2",1114124,4,8/2/2022,Wahana cukup menghibur namun tolong sediakan sarung di masjid atau musholla utk beribadah sholat.
122,2,111,Hadi Kurniawan,"3, 4",12242111,4,6/4/2022,tempat yang menyenangkan sekali
1334,3,169,Dian Saputra,"6, 1",133443169,4,5/24/2022,bersih. bagus. toiletnya jarang ada tisunya nih
1636,6,25,Agus Hartono,"6, 3",16364625,4,1/16/2023,"sayang sekali koleksi ikannya sedikit sekali tidam seperti tahun dahulu, air aquariumnya seperti kesan kotor, perhatiaannya terhadap kecintaan lautnya masih kurang"
1531,5,192,Joko Hadiwijaya,"1, 3",153135192,3,12/12/2023,ok
1421,4,143,Agus Putri,"3, 3",142134143,3,9/11/2023,Kenapa traveloka gak bisa di buka aplikasi nyaa.. Saya mau masuk mau cek saldo paylater tkut ada yg slah gunakan karena ga bisa kebuka sistem sdng tdk bisa digunakan dh bbrpa hari ini.. Bkin takutt tau2 ada tagihan bukan saya yg pakai.
1111,1,73,Hadi Santoso,"6, 3",11113173,3,8/29/2023,Bagus
1417,4,6,Arif Putri,"5, 2",1417346,3,8/21/2023,"Xetfc cr 😃😄 JB d. Gak , ibu kok b yg bin ye"
3659,6,101,Maya Hadiwijaya,"5, 4",365936101,3,8/10/2023,Application Travelling Flight and Hotel
1531,5,182,Siti Utami,"5, 4",153135182,3,8/7/2023,terimakasih traveloka.lebihudah book tiket
3169,1,166,Fajar Nurhayati,"3, 5",316931166,3,7/7/2023,😵🙃
1424,4,1,Maya Putri,"5, 6",1424241,2,7/19/2023,Lama amat refund nya 😏😏😏
1110,1,151,Maya Hidayat,"2, 3",111021151,2,5/19/2022,"Sistem Sibuk Musik Bergotang ,"
1641,6,117,Wahyu Sari,"4, 2",164126117,2,7/10/2021,Esme
1651,6,169,Dian Saputra,"6, 1",165126169,2,11/25/2023,"Masih banyak penipuan di apk ini, saya udah tf biaya hotel ga tau nya pas saya sampai lokasi, malah hotel lain yg adanya"
3168,1,7,Maya Sari,"5, 2",3168217,2,10/26/2023,Menurut saya traveloka kurang bisa memberi kenyamanan pelanggan..tiket saya yang refund sdh lebih dr 3 minggu dana belum jg di kembalikan..pdhal janji manisnya dana cair menunggu 12 hari kerja..jika blm ada respon dr maskapai mk pihak Traveloka akan meminjami terlebih dahulu..tp nyatanya sampai 3 minggu blm jg ditranfer
1642,6,199,Rudi Putri,"2, 1",164226199,2,10/18/2023,aktifkan kembali paylaternya
1335,3,119,Budi Rahayu,"1, 2",133523119,2,9/27/2023,Uuu yang akan oleh kau tahu bulat di teras PPh ini pp lol di wa wall of ini pun
1531,5,14,Ani Purnama,"6, 2",15312514,2,9/14/2023,Update terus 1 bulan bisa 3x
1639,6,11,Arif Sari,"5, 2",16392611,2,6/9/2023,"App Traveloka Ini sangat membantu ,tapi sangat di sayangkan aja ,harga tiket yang di Tampilkan itu murah dan disaat sudah capek capek isi semua data ,pas mau pembayaran, Harganya naik 2x lipat 🙃🙃"
1215,2,155,Sinta Saputra,"5, 2",121512155,1,8/11/2023,Penipuan jgn percaya
119,1,174,Maya Hermawan,"5, 1",11911174,1,8/7/2023,"Adakah yg tau nomer kantor Atau CS yang Mau Berbicara dengan Customer,setiap sy coba kok CS gak mau ngomong,yg ngomong hanya Iklan dan info info lain aja,Uang sy 18jt sudah masuk buat boking group,Waktu pembayaran dan nominal juga pas tapi kok tiket gagal terbit setelah itu tidak ada kejelasan lagi."
117,1,152,Budi Kurniawan,"5, 5",11711152,1,8/5/2023,"Gimana nih saya sudah pesan tiket,sudah membayar via Alfamart,tapi tiket tidak ada,dan uang sudah masuk,gimna nih admin saya ambil uang saya kembali,mohon di tindak lanjutin,saya sudah ke pihak bandara tapi mereka tidak tau apa2,kemana sy harus minta uang saya kembali"
1641,6,147,Fajar Saputra,"6, 2",164116147,1,8/5/2023,"Customer service, email, telpon, wa tidak dapat dihubungi dan tidak ada yang membantu"
1424,4,2,Dian Putri,"1, 6",1424142,1,8/5/2023,Aplikasi aneh. Masa aplikasi pemesanan untuk metode pembayaran tidak tersedia. Mana cs nya no respon lagi. No recommended untuk keperluan pemesanan cepat.
1646,6,53,Wahyu Santoso,"4, 5",16461653,1,7/13/2023,"Sy ko merasa tertipu dengan harga tiket tidak sesuai dengan yg tertera,, tiba2 pas sy cek ternyata ada perlindungan penuh yg sy tidak pilih, ko bisa otomatis gitu yah ? Sy pesan buat 5 orang tekor 300 ribu dong saya 😭...mmm bisa g di refund uang perlindungan penuh saya,, solx sy dah punya asuransi sendiri"
3162,1,102,Lina Nurhayati,"1, 2",316211102,1,7/1/2023,Kenapa sih metode refund nya harus blipay mana lama banget kenapa gak dana aja coba
118,1,175,Siti Septiani,"2, 5",11811175,1,7/1/2023,Stasiun kereta nya gk lengkap wlek
3165,1,179,Andi Susanto,"1, 6",316511179,1,6/11/2023,"Ku kira jaringan internet ku lelet, ternyata aplikasi nya yang lelet. Hadeh ga jadi deh beli tiket disini"
1648,6,54,Andi Kurniawan,"4, 4",16481654,1,5/30/2023,Biasa aja
1420,4,56,Desi Putri,"1, 3",14201456,1,5/19/2023,Aplikasi buruk. Duit refund ticket ke tix holder sengaja tutup mata.
3166,1,66,Agus Wijaya,"5, 3",31661166,1,5/7/2023,Sumpah sekarang lemot
